Timestep,Total Energy,Kinetic Energy,Potential Energy,Temperature,Stress,Strain
0,-10516.9,42.6854,-10559.6,114.885,0,0
100,-10512.4,46.8862,-10559.3,117.659,0,0
200,-10509.4,45.0638,-10554.5,120.323,0,0
300,-10504.9,45.4157,-10550.4,120.903,0,0
400,-10501.9,33.937,-10535.9,115.027,0,0
500,-10497.4,39.1568,-10536.6,110.434,0,0
600,-10494.4,32.7154,-10527.2,105.027,0,0
700,-10489.9,35.2597,-10525.2,101.657,0,0
800,-10486.9,59.9292,-10546.9,113.423,0,0
900,-10482.4,58.668,-10541.1,124.39,0,0
1000,-10479.4,72.3033,-10551.8,146.265,0,0
1100,-10475,62.3363,-10537.3,155.264,0,0
1200,-10472,58.3998,-10530.4,153.888,0,0
1300,-10467.5,53.3197,-10520.8,156.795,0,0
1400,-10464.5,54.8964,-10519.4,154.143,0,0
1500,-10460,76.5279,-10536.5,156.466,0,0
1600,-10456.9,88.4604,-10545.4,172.553,0,0
1700,-10452.4,76.4895,-10528.9,192.272,0,0
1800,-10449.4,79.7188,-10529.2,197.639,0,0
1900,-10444.9,69.0901,-10514,195.578,0,0
2000,-10441.9,47.1371,-10489.1,181.295,0,0
2100,-10437.4,63.7684,-10501.2,173.154,0,0
2200,-10434.4,59.904,-10494.3,168.271,0,0
2300,-10429.9,71.6496,-10501.6,168.643,0,0
2400,-10426.9,79.8285,-10506.8,185.593,0,0
2500,-10422.4,100.359,-10522.8,198.302,0,0
2600,-10419.4,88.2382,-10507.7,225.961,0,0
2700,-10414.9,93.0755,-10508,238.889,0,0
2800,-10412,100.487,-10512.4,243.333,0,0
2900,-10407.5,85.2817,-10492.7,233.847,0,0
3000,-10404.4,72.8441,-10477.3,237.556,0,0
3100,-10399.9,115.212,-10515.2,241.08,0,0
3200,-10396.9,110.314,-10507.3,264.195,0,0
3300,-10392.4,111.374,-10503.8,274.202,0,0
3400,-10389.4,104.151,-10493.6,281.6,0,0
3500,-10384.9,92.4371,-10477.4,271.437,0,0
3600,-10381.9,80.7872,-10462.7,263.549,0,0
3700,-10377.4,73.7578,-10451.2,242.298,0,0
3800,-10374.4,81.7006,-10456.1,236.007,0,0
3900,-10369.9,114.913,-10484.8,237.69,0,0
4000,-10366.9,105.779,-10472.7,259.683,0,0
4100,-10362.4,121.722,-10484.2,277.881,0,0
4200,-10359.4,121.718,-10481.2,295.071,0,0
4300,-10354.9,129.811,-10484.8,319.182,0,0
4400,-10352,127.995,-10479.9,326.819,0,0
4500,-10347.5,124.796,-10472.2,318.208,0,0
4600,-10344.4,111.801,-10456.2,319.968,0,0
4700,-10339.9,142.07,-10482,331.639,0,0
4800,-10336.9,141.542,-10478.5,348.944,0,0
4900,-10332.4,154.506,-10486.9,357.286,0,0
5000,-10329.4,134.007,-10463.4,358.328,0,0
5100,-10324.9,102.707,-10427.6,353.378,0,0
5200,-10321.9,105.947,-10427.9,318.076,0,0
5300,-10317.4,130.368,-10447.8,314.089,0,0
5400,-10314.4,86.85,-10401.3,302.744,0,0
5500,-10309.9,142.524,-10452.5,305.945,0,0
5600,-10306.9,140.443,-10447.4,337.101,0,0
5700,-10302.4,134.706,-10437.1,353.318,0,0
5800,-10299.4,154.085,-10453.5,367.326,0,0
5900,-10294.9,166.154,-10461.1,391.342,0,0
6000,-10291.9,169.042,-10461,401.009,0,0
6100,-10287.4,116.054,-10403.5,401.296,0,0
6200,-10284.4,154.954,-10439.4,397.522,0,0
6300,-10279.9,161.168,-10441.1,408.993,0,0
6400,-10276.9,176.092,-10453,428.64,0,0
6500,-10272.4,170.863,-10443.3,434.912,0,0
6600,-10269.4,163.332,-10432.8,443.114,0,0
6700,-10264.9,152.843,-10417.8,446.772,0,0
6800,-10261.9,120.157,-10382.1,404.214,0,0
6900,-10257.4,125.29,-10382.7,388.875,0,0
7000,-10254.4,130.562,-10385,374.518,0,0
7100,-10249.9,148.945,-10398.9,370.745,0,0
7200,-10246.9,140.602,-10387.5,380.638,0,0
7300,-10242.4,172.843,-10415.3,395.037,0,0
7400,-10239.4,190.238,-10429.7,431.184,0,0
7500,-10234.9,183.095,-10418,450.056,0,0
7600,-10231.9,191.173,-10423.1,470.392,0,0
7700,-10227.4,190.571,-10418,482.634,0,0
7800,-10224.4,169.012,-10393.5,482.116,0,0
7900,-10219.9,181.741,-10401.7,492.729,0,0
8000,-10216.9,197.383,-10414.3,507.444,0,0
8100,-10212.4,217.433,-10429.9,511.35,0,0
8200,-10209.4,192.959,-10402.4,519.221,0,0
8300,-10204.9,185.464,-10390.4,517.098,0,0
8400,-10201.9,170.853,-10372.8,504.713,0,0
8500,-10197.4,156.735,-10354.2,486.471,0,0
8600,-10194.4,157.448,-10351.9,463.576,0,0
8700,-10189.9,164.721,-10354.6,458.49,0,0
8800,-10186.9,164.022,-10350.9,453.839,0,0
8900,-10182.4,173.405,-10355.8,456.857,0,0
9000,-10179.4,184.177,-10363.6,469.577,0,0
9100,-10174.9,215.469,-10390.4,489.585,0,0
9200,-10171.9,222.322,-10394.3,524.21,0,0
9300,-10167.4,223.352,-10390.8,542.754,0,0
9400,-10164.4,198.996,-10363.4,555.286,0,0
9500,-10159.9,200.512,-10360.4,561.513,0,0
9600,-10156.9,220.65,-10377.6,577.366,0,0
9700,-10152.4,219.681,-10372.1,576.979,0,0
9800,-10149.4,234.267,-10383.7,596.032,0,0
9900,-10144.9,229.989,-10374.9,593.198,0,0
10000,-10141.9,202.947,-10344.9,590.504,0,0
10100,-10137.4,220.033,-10357.4,586.284,0,0
10200,-10134.4,182.303,-10316.7,568.36,0,0
10300,-10129.9,180.283,-10310.2,557.11,0,0
10400,-10126.9,192.603,-10319.5,536.719,0,0
10500,-10122.4,175.935,-10298.3,524.022,0,0
10600,-10119.4,205.073,-10324.5,521.602,0,0
10700,-10114.9,225.63,-10340.5,538.82,0,0
10800,-10111.9,221.863,-10333.8,563.964,0,0
10900,-10107.4,230.053,-10337.5,580.209,0,0
11000,-10104.4,240.735,-10345.2,605.909,0,0
11100,-10099.9,244.491,-10344.4,620.592,0,0
11200,-10096.9,218.549,-10315.5,631.57,0,0
11300,-10092.4,260.192,-10352.6,641.93,0,0
11400,-10089.4,251.964,-10341.4,648.525,0,0
11500,-10084.9,251.284,-10336.2,665.125,0,0
11600,-10081.9,241.402,-10323.3,661.279,0,0
11700,-10077.4,237.672,-10315.1,668.409,0,0
11800,-10074.4,251.526,-10325.9,673.369,0,0
11900,-10069.9,223.833,-10293.7,664.13,0,0
12000,-10066.9,214.094,-10281,636.315,0,0
12100,-10062.4,213.676,-10276.1,620.477,0,0
12200,-10059.4,216.505,-10275.9,606.724,0,0
12300,-10054.9,244.252,-10299.2,617.83,0,0
12400,-10051.9,251.079,-10303,633.38,0,0
12500,-10047.4,272.204,-10319.6,639.983,0,0
12600,-10044.4,247.895,-10292.3,667.071,0,0
12700,-10039.9,282.235,-10322.2,687.354,0,0
12800,-10036.9,274.506,-10311.4,697.494,0,0
12900,-10032.4,295.646,-10328.1,711.678,0,0
13000,-10029.4,287.706,-10317.1,736.778,0,0
13100,-10024.9,257.433,-10282.3,758.023,0,0
13200,-10021.9,262.598,-10284.5,735.586,0,0
13300,-10017.4,269.91,-10287.3,735.21,0,0
13400,-10014.4,249.548,-10264,726.31,0,0
13500,-10009.9,262.718,-10272.6,718.222,0,0
13600,-10006.9,279.657,-10286.6,731.843,0,0
13700,-10002.4,239.127,-10241.5,717.953,0,0
13800,-9999.4,246.545,-10245.9,689.316,0,0
13900,-9994.9,262.341,-10257.2,697.658,0,0
14000,-9991.9,282.569,-10274.5,716.796,0,0
14100,-9987.41,273.62,-10261,711.745,0,0
14200,-9984.41,257.699,-10242.1,710.153,0,0
14300,-9979.9,288.598,-10268.5,725.306,0,0
14400,-9976.91,265.184,-10242.1,727.18,0,0
14500,-9972.41,280.022,-10252.4,723.537,0,0
14600,-9969.41,287.043,-10256.4,749.207,0,0
14700,-9964.91,309.658,-10274.6,766.091,0,0
14800,-9961.9,267.462,-10229.4,777.423,0,0
14900,-9957.41,292.026,-10249.4,772.13,0,0
15000,-9954.41,313.776,-10268.2,780.862,0,0
15100,-9949.9,266.715,-10216.6,776.797,0,0
15200,-9946.9,268.614,-10215.5,752.89,0,0
15300,-9942.4,289.765,-10232.2,762.959,0,0
15400,-9939.39,277.476,-10216.9,766.876,0,0
15500,-9934.9,288.898,-10223.8,768.291,0,0
15600,-9931.9,311.819,-10243.7,781.237,0,0
15700,-9927.4,293.298,-10220.7,788.498,0,0
15800,-9924.4,286.809,-10211.2,790.003,0,0
15900,-9919.9,302.865,-10222.8,786.849,0,0
16000,-9916.9,299.845,-10216.7,790.149,0,0
16100,-9912.4,297.061,-10209.5,796.227,0,0
16200,-9909.4,304.941,-10214.3,799.432,0,0
16300,-9904.9,297.683,-10202.6,801.186,0,0
16400,-9901.9,300.317,-10202.2,805.322,0,0
16500,-9897.4,303.393,-10200.8,807.436,0,0
16600,-9894.39,292.481,-10186.9,804.804,0,0
16700,-9889.89,290.805,-10180.7,800.107,0,0
16800,-9886.89,296.802,-10183.7,799.625,0,0
16900,-9882.39,307.109,-10189.5,803.779,0,0
17000,-9879.39,308.398,-10187.8,812.044,0,0
17100,-9874.89,310.934,-10185.8,817.941,0,0
17200,-9871.89,319.514,-10191.4,831.7,0,0
17300,-9867.4,316.329,-10183.7,837.082,0,0
17400,-9864.4,317.635,-10182,845.28,0,0
17500,-9859.9,323.519,-10183.4,853.078,0,0
17600,-9856.9,320.438,-10177.3,855.874,0,0
17700,-9852.4,328.241,-10180.6,862.297,0,0
17800,-9849.4,325.848,-10175.2,869.574,0,0
17900,-9844.9,332.524,-10177.4,873.655,0,0
18000,-9841.9,335.137,-10177,884.136,0,0
18100,-9837.39,335.822,-10173.2,891.556,0,0
18200,-9834.39,328.558,-10163,891.362,0,0
18300,-9829.89,328.034,-10157.9,888.274,0,0
18400,-9826.89,328.254,-10155.1,885.953,0,0
18500,-9822.39,328.914,-10151.3,889.051,0,0
18600,-9819.39,326.972,-10146.4,885.336,0,0
18700,-9814.89,325.321,-10140.2,881.544,0,0
18800,-9811.89,331.434,-10143.3,884.575,0,0
18900,-9807.39,340.997,-10148.4,890.914,0,0
19000,-9804.39,336.088,-10140.5,897.559,0,0
19100,-9799.89,329.513,-10129.4,897.554,0,0
19200,-9796.89,331.672,-10128.6,895.265,0,0
19300,-9792.39,334.563,-10127,897.193,0,0
19400,-9789.39,343.346,-10132.7,899.846,0,0
19500,-9784.89,343.376,-10128.3,905.596,0,0
19600,-9781.89,343.58,-10125.5,913.516,0,0
19700,-9777.39,346.246,-10123.6,919.766,0,0
19800,-9774.39,350.681,-10125.1,927.957,0,0
19900,-9769.88,343.151,-10113,929.701,0,0
20000,-9766.88,341.375,-10108.3,928.073,0,0
20100,-9762.38,344.735,-10107.1,929.165,0,0
20200,-9759.38,344.704,-10104.1,927.493,0,0
20300,-9754.88,340.274,-10095.2,927.19,0,0
20400,-9751.88,341.055,-10092.9,925.179,0,0
20500,-9747.38,340.542,-10087.9,923.226,0,0
20600,-9744.38,347.962,-10092.3,926.154,0,0
